Name,Calories,Image URL,Serving Size,Fat(g),Carbohydrate(g),Protein(g),Cholesterol(mg),Sodium(mg),Category,URL
Roasted Chickpeas,161,https://images.media-allrecipes.com/userphotos/300x300/170143.jpg,4,7.7 ,19.3,4.2 ,0 ,337 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/81548/roasted-chickpeas/
Great Garlic Bread,332,https://images.media-allrecipes.com/userphotos/300x300/403388.jpg,8,18 ,30.4,12.2 ,48 ,588 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/21080/great-garlic-bread/
Mango Salsa,21,https://images.media-allrecipes.com/userphotos/300x300/3681609.jpg,8,0.1 ,5.4,0.3 ,0 ,1 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/48032/mango-salsa/
Pico de Gallo,10,https://images.media-allrecipes.com/userphotos/300x300/282674.jpg,12,0.1 ,2.2,0.4 ,0 ,15 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/203800/pico-de-gallo/
Garlic Bread Fantastique,399,https://images.media-allrecipes.com/userphotos/300x300/622264.jpg,6,20.9 ,43.9,9.9 ,44 ,847 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/27055/garlic-bread-fantastique/
"Veronica's Hot Spinach, Artichoke and Chile Dip",314,https://images.media-allrecipes.com/userphotos/300x300/1646097.jpg,10,28.8 ,7.8,9 ,60 ,682 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/60357/veronicas-hot-spinach-artichoke-and-chile-dip/
No-Bake Energy Bites,94,https://images.media-allrecipes.com/userphotos/300x300/4540780.jpg,24,5.3 ,10.6,2.5 ,0 ,28 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/239969/no-bake-energy-bites/
Jalapeno Poppers I,187,https://images.media-allrecipes.com/userphotos/300x300/430715.jpg,15,13.8 ,9.8,6.5 ,58 ,235 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26835/jalapeno-poppers-i/
Grilled Portobello Mushrooms,217,https://images.media-allrecipes.com/userphotos/300x300/4469271.jpg,3,19 ,11,3.2 ,0 ,13 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/13913/grilled-portobello-mushrooms/
Filipino Lumpia,168,https://images.media-allrecipes.com/userphotos/300x300/6244851.jpg,15,10.5 ,11,7 ,23 ,288 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/35151/filipino-lumpia/
Sausage Jalapeno Poppers,189,https://images.media-allrecipes.com/userphotos/300x300/2604212.jpg,20,18.2 ,2,4.6 ,40 ,256 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/25539/sausage-jalapeno-poppers/
Reuben Dip,393,https://images.media-allrecipes.com/userphotos/300x300/198245.jpg,9,31.7 ,7.3,20.9 ,77 ,830 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14865/reuben-dip/
Deviled Eggs I,107,https://images.media-allrecipes.com/userphotos/300x300/210576.jpg,6,8.7 ,0.7,6.4 ,188 ,96 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15368/deviled-eggs-i/
Savory Crab Stuffed Mushrooms,176,https://images.media-allrecipes.com/userphotos/300x300/12457.jpg,8,11.8 ,7.3,9.8 ,65 ,233 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/25497/savory-crab-stuffed-mushrooms/
"Heather's Cilantro, Black Bean, and Corn Salsa",30,https://images.media-allrecipes.com/userphotos/300x300/675486.jpg,72,0.9 ,4.9,1.1 ,0 ,85 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/143315/heathers-cilantro-black-bean-and-corn-salsa/
Crab Rangoon III,203,https://images.media-allrecipes.com/userphotos/300x300/75734.jpg,15,11.7 ,15.8,8.3 ,39 ,268 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/25536/crab-rangoon-iii/
Mini Ham And Cheese Rolls,145,https://images.media-allrecipes.com/userphotos/300x300/5082723.jpg,24,9 ,10.2,5.7 ,18 ,276 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15018/mini-ham-and-cheese-rolls/
Bacon and Cheddar Stuffed Mushrooms,110,https://images.media-allrecipes.com/userphotos/300x300/3897912.jpg,8,9.7 ,0.9,4.7 ,22 ,170 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/21061/bacon-and-cheddar-stuffed-mushrooms/
Perfect Sushi Rice,112,https://images.media-allrecipes.com/userphotos/300x300/4481449.jpg,15,1 ,23.5,1.7 ,0 ,158 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/99211/perfect-sushi-rice/
Microwave Popcorn,137,https://images.media-allrecipes.com/userphotos/300x300/778755.jpg,3,3.1 ,24.6,4.1 ,0 ,389 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/87305/microwave-popcorn/
Bacon Wrapped Barbeque Shrimp,160,https://images.media-allrecipes.com/userphotos/300x300/1344901.jpg,3,10.5 ,0.3,15.1 ,83 ,627 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16647/bacon-wrapped-barbeque-shrimp/
Ranch Oyster Crackers,137,https://images.media-allrecipes.com/userphotos/300x300/4508517.jpg,20,7 ,16.2,1.9 ,0 ,558 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15956/ranch-oyster-crackers/
Carla's Fruit Dip,164,https://images.media-allrecipes.com/userphotos/300x300/274036.jpg,10,8.7 ,20.9,1.1 ,9 ,46 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/20657/carlas-fruit-dip/
Buffalo Chicken Wings I,256,https://images.media-allrecipes.com/userphotos/300x300/1680821.jpg,8,23.9 ,0.2,10 ,46 ,302 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/8947/buffalo-chicken-wings-i/
Mexican Cream Cheese Rollups,428,https://images.media-allrecipes.com/userphotos/300x300/946739.jpg,8,19.4 ,43.5,9.1 ,34 ,927 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14922/mexican-cream-cheese-rollups/
Zesty Porcupine Meatballs,408,https://images.media-allrecipes.com/userphotos/300x300/709422.jpg,5,21.6 ,32.4,20.6 ,105 ,1250 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14676/zesty-porcupine-meatballs/
Rockin' Salsa,25,https://images.media-allrecipes.com/userphotos/300x300/1037324.jpg,64,0.2 ,5.9,0.9 ,0 ,230 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/175547/rockin-salsa/
Espinacas con Garbanzos (Spinach with Garbanzo Beans),169,https://images.media-allrecipes.com/userphotos/300x300/696447.jpg,4,4.9 ,26,7.3 ,0 ,600 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/161535/espinacas-con-garbanzos-spinach-with-garbanzo-beans/
Chicago Dip,341,https://images.media-allrecipes.com/userphotos/300x300/811839.jpg,10,24.1 ,26.3,6.1 ,18 ,471 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14972/chicago-dip/
Spinach and Artichoke Dip,559,https://images.media-allrecipes.com/userphotos/300x300/72047.jpg,6,48.4 ,11.1,22.3 ,71 ,1147 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/13887/spinach-and-artichoke-dip/
Warm Crab Parmesan Dip,88,https://images.media-allrecipes.com/userphotos/300x300/1093222.jpg,40,8.4 ,0.8,2.5 ,16 ,107 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/25517/warm-crab-parmesan-dip/
Artichoke Bruschetta,278,https://images.media-allrecipes.com/userphotos/300x300/257843.jpg,8,11.1 ,35.7,10 ,11 ,593 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24634/artichoke-bruschetta/
Baby BLT,71,https://images.media-allrecipes.com/userphotos/300x300/1421591.jpg,24,6.3 ,1.1,2.5 ,9 ,172 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/39643/baby-blt/
Dip For The Stars,162,https://images.media-allrecipes.com/userphotos/300x300/112973.jpg,30,15.2 ,2.9,4.2 ,36 ,234 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/38425/dip-for-the-stars/
Toasted Pumpkin Seeds with Sugar and Spice,290,https://images.media-allrecipes.com/userphotos/300x300/4128762.jpg,4,19.3 ,25,8.5 ,0 ,152 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/93408/toasted-pumpkin-seeds-with-sugar-and-spice/
Taco Dip I,78,https://images.media-allrecipes.com/userphotos/300x300/294824.jpg,25,4.9 ,5.2,2.6 ,17 ,204 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/17069/taco-dip-i/
Bacon Water Chestnut Rolls,85,https://images.media-allrecipes.com/userphotos/300x300/698307.jpg,24,6.1 ,6.5,1.3 ,7 ,132 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14919/bacon-water-chestnut-rolls/
Dinah's Stuffed Mushrooms,383,https://images.media-allrecipes.com/userphotos/300x300/10437.jpg,10,31.3 ,11.2,15.5 ,106 ,412 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24582/dinahs-stuffed-mushrooms/
Mexican Shrimp Cocktail,258,https://images.media-allrecipes.com/userphotos/300x300/407547.jpg,6,6.7 ,15.8,33.3 ,295 ,711 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/87778/mexican-shrimp-cocktail/
Feta Cheese Foldovers,286,https://images.media-allrecipes.com/userphotos/300x300/5271343.jpg,12,20.4 ,19.4,6.4 ,49 ,319 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/13509/feta-cheese-foldovers/
Seven Layer Dip II,42,https://images.media-allrecipes.com/userphotos/300x300/2436045.jpg,64,2.9 ,2.8,1.5 ,5 ,92 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/23176/seven-layer-dip-ii/
Tomato and Mozzarella Bites,225,https://images.media-allrecipes.com/userphotos/300x300/43194.jpg,8,17.9 ,5.4,9.4 ,39 ,152 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/104806/tomato-and-mozzarella-bites/
Candied Almonds,304,https://images.media-allrecipes.com/userphotos/300x300/844886.jpg,8,18 ,32.7,7.6 ,0 ,< 1 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/152931/candied-almonds/
Detroit Hot Honey Wings,420,https://images.media-allrecipes.com/userphotos/300x300/422263.jpg,6,22.8 ,47.1,10.6 ,72 ,700 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/142120/detroit-hot-honey-wings/
Spicy Hot Chicken Legs,685,https://images.media-allrecipes.com/userphotos/300x300/994208.jpg,6,55.6 ,5,41.4 ,159 ,1025 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/74705/spicy-hot-chicken-legs/
Easy Roasted Red Pepper Hummus,445,https://images.media-allrecipes.com/userphotos/300x300/341352.jpg,2,26.9 ,44.1,15.9 ,0 ,908 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15436/easy-roasted-red-pepper-hummus/
Candy Coated Pecans,342,https://images.media-allrecipes.com/userphotos/300x300/192950.jpg,10,31.1 ,16.8,4.3 ,0 ,9 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16694/candy-coated-pecans/
Puppy Chow I,636,https://images.media-allrecipes.com/userphotos/300x300/4207374.jpg,12,27 ,95.3,10.5 ,26 ,492 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/11229/puppy-chow-i/
Mary's Roasted Red Pepper Dip,116,https://images.media-allrecipes.com/userphotos/300x300/890811.jpg,32,11.1 ,1,3.3 ,20 ,224 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/23929/marys-roasted-red-pepper-dip/
Baked Pork Spring Rolls,154,https://images.media-allrecipes.com/userphotos/300x300/2333.jpg,12,4.9 ,20.1,6.7 ,15 ,201 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26706/baked-pork-spring-rolls/
Maryland Crab Cakes II,211,https://images.media-allrecipes.com/userphotos/300x300/222154.jpg,4,13 ,2.6,20.1 ,185 ,373 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/19489/maryland-crab-cakes-ii/
Bacon Wrapped Dates Stuffed with Blue Cheese,78,https://images.media-allrecipes.com/userphotos/300x300/32064.jpg,32,3 ,10.8,2.8 ,8 ,157 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/75417/bacon-wrapped-dates-stuffed-with-blue-cheese/
Deviled Eggs II,90,https://images.media-allrecipes.com/userphotos/300x300/377652.jpg,6,6.9 ,0.8,6.4 ,187 ,86 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16698/deviled-eggs-ii/
King Crab Appetizers,299,https://images.media-allrecipes.com/userphotos/300x300/2998578.jpg,12,18 ,25.1,9.6 ,40 ,721 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/17076/king-crab-appetizers/
Restaurant-Style Potato Skins,519,https://images.media-allrecipes.com/userphotos/300x300/114144.jpg,6,32.8 ,40.9,17.1 ,75 ,361 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15077/restaurant-style-potato-skins/
Broccoli Chicken Roli,183,https://images.media-allrecipes.com/userphotos/300x300/954055.jpg,16,12.7 ,7.8,8.9 ,27 ,275 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/9036/broccoli-chicken-roli/
Cheese Ball I,149,https://images.media-allrecipes.com/userphotos/300x300/188575.jpg,32,14 ,1.9,4.8 ,28 ,179 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/9358/cheese-ball-i/
Cocktail Meatballs I,458,https://images.media-allrecipes.com/userphotos/300x300/1114968.jpg,8,22.8 ,52.5,12.7 ,72 ,1038 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14810/cocktail-meatballs-i/
Taco Bake I,413,https://images.media-allrecipes.com/userphotos/300x300/1124863.jpg,8,26.9 ,15.4,25.9 ,93 ,1037 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14651/taco-bake-i/
Original Chex® Party Mix,146,https://images.media-allrecipes.com/userphotos/300x300/978488.jpg,24,7 ,19.4,3.1 ,8 ,365 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/87605/original-chex-party-mix/
Brie Cheese Appetizer,286,https://images.media-allrecipes.com/userphotos/300x300/1870524.jpg,8,19.5 ,19.1,8.6 ,28 ,264 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15015/brie-cheese-appetizer/
Granola Bars III,212,https://images.media-allrecipes.com/userphotos/300x300/336086.jpg,20,8.6 ,32.2,3.4 ,9 ,66 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/16498/granola-bars-iii/
Yummy Roll Ups,231,https://images.media-allrecipes.com/userphotos/300x300/580486.jpg,5,20.9 ,2.4,8.8 ,65 ,881 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/22453/yummy-roll-ups/
Blooming Onion and Dipping Sauce,290,https://images.media-allrecipes.com/userphotos/300x300/5450287.jpg,6,20.2 ,22.5,5.4 ,43 ,844 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/17351/blooming-onion-and-dipping-sauce/
15-Minute Dinner Nachos Supreme,588,https://images.media-allrecipes.com/userphotos/300x300/975920.jpg,4,23 ,66.9,27.5 ,78 ,1479 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/177518/15-minute-dinner-nachos-supreme/
Stuffed Jalapenos III,186,https://images.media-allrecipes.com/userphotos/300x300/258853.jpg,12,18 ,1.9,4.3 ,37 ,313 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26975/stuffed-jalapenos-iii/
Watermelon Fire and Ice Salsa,5,https://images.media-allrecipes.com/userphotos/300x300/665565.jpg,32,0 ,1.3,0.1 ,0 ,29 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/20846/watermelon-fire-and-ice-salsa/
Honey Butter,185,https://images.media-allrecipes.com/userphotos/300x300/1598889.jpg,8,17.3 ,8.7,0.2 ,46 ,123 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24768/honey-butter/
Honey Mustard Sauce,164,https://images.media-allrecipes.com/userphotos/300x300/189333.jpg,18,14.6 ,9,0.2 ,7 ,188 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/23597/honey-mustard-sauce/
Homemade Butter,103,https://images.media-allrecipes.com/userphotos/300x300/96082.jpg,16,11 ,0.8,0.6 ,41 ,48 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/42264/homemade-butter/
Pork Dumplings,752,https://images.media-allrecipes.com/userphotos/300x300/704866.jpg,6,28.8 ,81.1,39.2 ,129 ,1449 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14759/pork-dumplings/
Honey Lime Chicken Wings,299,https://images.media-allrecipes.com/userphotos/300x300/360845.jpg,9,24.4 ,13.6,7.4 ,21 ,85 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/8795/honey-lime-chicken-wings/
Easy Hummus,23,https://images.media-allrecipes.com/userphotos/300x300/35780.jpg,16,0.2 ,4.5,1 ,0 ,53 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/20730/easy-hummus/
Texas Caviar I,107,https://images.media-allrecipes.com/userphotos/300x300/702328.jpg,16,5.4 ,11.8,3.5 ,0 ,415 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24720/texas-caviar-i/
Spanakopita II,246,https://images.media-allrecipes.com/userphotos/300x300/251287.jpg,27,18.4 ,15.9,5 ,62 ,313 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24242/spanakopita-ii/
Avocado Corn Salsa,81,https://images.media-allrecipes.com/userphotos/300x300/561639.jpg,32,6.5 ,6.1,1.1 ,0 ,73 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26700/avocado-corn-salsa/
Parmesan Spinach Balls,258,https://images.media-allrecipes.com/userphotos/300x300/348642.jpg,10,15.6 ,19.1,11.8 ,108 ,633 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/25528/parmesan-spinach-balls/
Hot Crab Dip,81,https://images.media-allrecipes.com/userphotos/300x300/496399.jpg,40,7 ,0.6,4 ,26 ,119 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/22560/hot-crab-dip/
Dill Dip III,131,https://images.media-allrecipes.com/userphotos/300x300/32801.jpg,32,14 ,1.5,0.7 ,12 ,216 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14831/dill-dip-iii/
Caramel Snack Mix,262,https://images.media-allrecipes.com/userphotos/300x300/8548.jpg,20,12.6 ,36.9,3.4 ,12 ,183 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14950/caramel-snack-mix/
Sweet and Sour Meatballs,152,https://images.media-allrecipes.com/userphotos/300x300/242199.jpg,12,5.6 ,17.4,8.3 ,38 ,22 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15551/sweet-and-sour-meatballs/
"Sweet, Salty, Spicy Party Nuts",219,https://images.media-allrecipes.com/userphotos/300x300/1082000.jpg,16,18.1 ,12.7,4.8 ,2 ,206 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/230159/sweet-salty-spicy-party-nuts/
Spicy Tortilla Roll-Ups,109,https://images.media-allrecipes.com/userphotos/300x300/704589.jpg,30,2.8 ,14.2,2.8 ,8 ,198 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/15359/spicy-tortilla-roll-ups/
Sweet and Sour Sauce II,32,https://images.media-allrecipes.com/userphotos/300x300/77549.jpg,48,0 ,8.1,0.2 ,0 ,28 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24246/sweet-and-sour-sauce-ii/
Crab Stuffed Mushrooms,167,https://images.media-allrecipes.com/userphotos/300x300/2019702.jpg,6,12.1 ,4.2,11.7 ,39 ,275 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/12751/crab-stuffed-mushrooms/
Bacon-Wrapped Jalapeno Poppers,213,https://images.media-allrecipes.com/userphotos/300x300/1126580.jpg,6,17.7 ,2.5,11 ,51 ,539 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/233603/bacon-wrapped-jalapeno-poppers/
Quick Asian Lettuce Wraps ,836,https://images.media-allrecipes.com/userphotos/300x300/220949.jpg,4,31 ,95.5,45.8 ,74 ,774 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/34721/quick-asian-lettuce-wraps/
Beer Dip I,81,https://images.media-allrecipes.com/userphotos/300x300/135152.jpg,32,7.2 ,1,2.8 ,23 ,147 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/14817/beer-dip-i/
Sausage Stuffed Mushrooms II,178,https://images.media-allrecipes.com/userphotos/300x300/4597121.jpg,10,17 ,1.6,5 ,40 ,219 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24886/sausage-stuffed-mushrooms-ii/
Hot Corn Dip,29,https://images.media-allrecipes.com/userphotos/300x300/633420.jpg,48,1.7 ,3.3,0.8 ,5 ,78 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26823/hot-corn-dip/
Fresh Salsa I,6,https://images.media-allrecipes.com/userphotos/300x300/710407.jpg,48,0 ,1.5,0.2 ,0 ,74 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26787/fresh-salsa-i/
Cajun Appetizer Meatballs,504,https://images.media-allrecipes.com/userphotos/300x300/519780.jpg,4,25.4 ,45,22.9 ,133 ,1272 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/26593/cajun-appetizer-meatballs/
Bacon and Date Appetizer,560,https://images.media-allrecipes.com/userphotos/300x300/695887.jpg,6,43.7 ,32.2,13.7 ,51 ,631 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/22694/bacon-and-date-appetizer/
Toasted Pumpkin Seeds,104,https://images.media-allrecipes.com/userphotos/300x300/490358.jpg,16,9 ,3.3,4.3 ,3 ,88 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/55091/toasted-pumpkin-seeds/
Deviled Eggs,77,https://images.media-allrecipes.com/userphotos/300x300/12770.jpg,8,5.5 ,0.7,6.3 ,187 ,88 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/13870/deviled-eggs/
Spiced Pecans,443,https://images.media-allrecipes.com/userphotos/300x300/27952.jpg,6,39 ,24.7,5.6 ,0 ,204 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/23720/spiced-pecans/
Pot Stickers Traditional,166,https://images.media-allrecipes.com/userphotos/300x300/2432892.jpg,15,8.2 ,17.3,5.7 ,12 ,378 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/22460/pot-stickers-traditional/
Artichoke Dip I,79,https://images.media-allrecipes.com/userphotos/300x300/266576.jpg,40,7.4 ,1.1,2.4 ,8 ,136 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/20859/artichoke-dip-i/
Salsa II,9,https://images.media-allrecipes.com/userphotos/300x300/958268.jpg,96,0.1 ,2,0.4 ,0 ,111 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/24243/salsa-ii/
Kale Chips,174,https://images.media-allrecipes.com/userphotos/300x300/873437.jpg,2,8.3 ,22.5,7.4 ,0 ,257 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/214784/kale-chips/
Insanely Amazing Jalapeno Cheese Dip,438,https://images.media-allrecipes.com/userphotos/300x300/250276.jpg,8,28.1 ,34.7,12.7 ,25 ,1137 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/203218/insanely-amazing-jalapeno-cheese-dip/
Baked Maryland Lump Crab Cakes,92,https://images.media-allrecipes.com/userphotos/300x300/450946.jpg,12,4.1 ,2.5,10.8 ,34 ,344 ,Appetizers & Snacks,https://www.allrecipes.com/recipe/139340/baked-maryland-lump-crab-cakes/
