Name,Calories,Serving Size,Fat(g),Carbohydrate(g),Protein(g),Cholesterol(mg),Sodium(mg),Category,URL
Cowboy Oatmeal Cookies,167,36,7.5 ,23,1.7 ,10 ,114 ,Desserts,https://www.allrecipes.com/recipe/10874/cowboy-oatmeal-cookies/
Amazing Pecan Coffee Cake,485,12,29.5 ,52.7,4.9 ,85 ,280 ,Desserts,https://www.allrecipes.com/recipe/49001/amazing-pecan-coffee-cake/
Caramel Pecan Pie,535,8,28.6 ,66.4,7.4 ,89 ,371 ,Desserts,https://www.allrecipes.com/recipe/24090/caramel-pecan-pie/
Cheesecake Brownies,147,24,6.9 ,20.7,1.9 ,18 ,101 ,Desserts,https://www.allrecipes.com/recipe/16607/cheesecake-brownies/
Buckeyes I,331,30,19.4 ,40.6,4.2 ,16 ,106 ,Desserts,https://www.allrecipes.com/recipe/9909/buckeyes-i/
Dirt Cake I,827,10,44.6 ,101.5,9.9 ,56 ,896 ,Desserts,https://www.allrecipes.com/recipe/7255/dirt-cake-i/
Chocolate Chocolate Chip Cookies II,467,12,25.2 ,61.6,5.2 ,72 ,234 ,Desserts,https://www.allrecipes.com/recipe/10666/chocolate-chocolate-chip-cookies-ii/
Molten Chocolate Cakes With Sugar-Coated Raspberries,494,8,34.7 ,46.4,5.7 ,177 ,210 ,Desserts,https://www.allrecipes.com/recipe/76935/molten-chocolate-cakes-with-sugar-coated-raspberries/
Cheesecake Supreme,610,12,42.1 ,49.4,11.1 ,231 ,399 ,Desserts,https://www.allrecipes.com/recipe/7546/cheesecake-supreme/
Four Egg Yellow Cake,214,24,9.9 ,28.7,3.1 ,32 ,177 ,Desserts,https://www.allrecipes.com/recipe/8051/four-egg-yellow-cake/
Mrs. Sigg's Fresh Pumpkin Pie,423,8,12.8 ,72.7,10.9 ,60 ,342 ,Desserts,https://www.allrecipes.com/recipe/12089/mrs-siggs-fresh-pumpkin-pie/
The Best Banana Pudding,329,20,9.6 ,56.9,4.2 ,9 ,205 ,Desserts,https://www.allrecipes.com/recipe/22749/the-best-banana-pudding/
Cinnamon-Roasted Almonds,231,16,18 ,13.3,7.8 ,0 ,40 ,Desserts,https://www.allrecipes.com/recipe/15720/cinnamon-roasted-almonds/
Mrs. Sigg's Peanut Butter Cookies,129,48,7.1 ,14.7,2.3 ,13 ,117 ,Desserts,https://www.allrecipes.com/recipe/10721/mrs-siggs-peanut-butter-cookies/
Apple Turnovers,562,8,25.9 ,80,4.8 ,8 ,184 ,Desserts,https://www.allrecipes.com/recipe/59124/apple-turnovers/
Apple Crisp with Oat Topping,618,4,24.6 ,99.3,5.3 ,61 ,177 ,Desserts,https://www.allrecipes.com/recipe/229088/apple-crisp-with-oat-topping/
Flourless Chocolate Cake II,285,8,18.6 ,29.9,4.5 ,100 ,109 ,Desserts,https://www.allrecipes.com/recipe/52718/flourless-chocolate-cake-ii/
Carrot Cake,616,15,30.2 ,83.5,6.2 ,70 ,540 ,Desserts,https://www.allrecipes.com/recipe/15760/carrot-cake/
Easy Apple Crisp,355,12,12.4 ,60.9,2.2 ,20 ,344 ,Desserts,https://www.allrecipes.com/recipe/15404/easy-apple-crisp/
Texas Sheet Cake V,256,32,12.5 ,35.8,2.4 ,36 ,145 ,Desserts,https://www.allrecipes.com/recipe/23056/texas-sheet-cake-v/
Buttermilk Pound Cake II,489,12,18.3 ,75.1,7.2 ,134 ,289 ,Desserts,https://www.allrecipes.com/recipe/7722/buttermilk-pound-cake-ii/
Sopapilla Cheesecake Dessert,553,12,36.2 ,50.1,7.4 ,82 ,514 ,Desserts,https://www.allrecipes.com/recipe/125352/sopapilla-cheesecake-dessert/
Creamiest Rice Pudding,228,12,4.7 ,37.7,8.3 ,60 ,135 ,Desserts,https://www.allrecipes.com/recipe/27131/creamiest-rice-pudding/
Chef John's Pumpkin Pie,320,8,14.2 ,41.9,7.6 ,117 ,465 ,Desserts,https://www.allrecipes.com/recipe/230132/chef-johns-pumpkin-pie/
Peanut Butter Chip Chocolate Cookies,560,12,28.4 ,63.5,12.8 ,72 ,397 ,Desserts,https://www.allrecipes.com/recipe/15469/peanut-butter-chip-chocolate-cookies/
Irresistible Pecan Pie,452,12,28.2 ,49.1,5.4 ,74 ,224 ,Desserts,https://www.allrecipes.com/recipe/18433/irresistible-pecan-pie/
White Chocolate Macadamia Nut Cookies IV,193,24,13.2 ,17.6,2.2 ,20 ,115 ,Desserts,https://www.allrecipes.com/recipe/15489/white-chocolate-macadamia-nut-cookies-iv/
"White Chocolate, Chocolate Cookies",173,36,9.4 ,22,2.3 ,26 ,87 ,Desserts,https://www.allrecipes.com/recipe/17291/white-chocolate-chocolate-cookies/
Gobble Up Granola Snacks,146,18,4.2 ,25.6,3.3 ,0 ,72 ,Desserts,https://www.allrecipes.com/recipe/69235/gobble-up-granola-snacks/
Giant Chocolate Chip Cookie,399,16,23.4 ,47.2,4.7 ,54 ,320 ,Desserts,https://www.allrecipes.com/recipe/10552/giant-chocolate-chip-cookie/
Peach Pie,425,8,20.7 ,57,3.4 ,15 ,280 ,Desserts,https://www.allrecipes.com/recipe/12347/peach-pie/
Homemade Fresh Pumpkin Pie,363,8,18 ,44.3,7.4 ,60 ,365 ,Desserts,https://www.allrecipes.com/recipe/13711/homemade-fresh-pumpkin-pie/
Creamy Caramel Flan,350,10,16.6 ,41,10.5 ,142 ,191 ,Desserts,https://www.allrecipes.com/recipe/22220/creamy-caramel-flan/
"Felix K.'s 'Don't even try to say these aren't the best you've ever eaten, because they are' Chocolate Chip Cookies",267,24,12.5 ,37.9,3.1 ,36 ,235 ,Desserts,https://www.allrecipes.com/recipe/178151/felix-ks-dont-even-try-to-say-these-arent-the-best-youve-ever-eaten-because-they-are-chocolate-chip-cookies/
Chunky Cheesecake Brownies,244,16,15 ,27.1,3.7 ,58 ,125 ,Desserts,https://www.allrecipes.com/recipe/54787/chunky-cheesecake-brownies/
Peppermint Meringues,13,48,0 ,3.2,0.2 ,0 ,9 ,Desserts,https://www.allrecipes.com/recipe/9857/peppermint-meringues/
Great Pumpkin Dessert,261,24,14.9 ,29.4,4.2 ,43 ,251 ,Desserts,https://www.allrecipes.com/recipe/8404/great-pumpkin-dessert/
Pecan Pie,512,8,27.3 ,65.1,5.4 ,85 ,273 ,Desserts,https://www.allrecipes.com/recipe/9487/pecan-pie/
Mandarin Orange Cake I,337,18,19.9 ,38.1,3 ,42 ,287 ,Desserts,https://www.allrecipes.com/recipe/8101/mandarin-orange-cake-i/
Cream Cheese Pound Cake I,541,14,27.7 ,67.5,6.6 ,150 ,218 ,Desserts,https://www.allrecipes.com/recipe/7326/cream-cheese-pound-cake-i/
Oatmeal Craisin Cookies,238,24,8.7 ,38.9,2.8 ,36 ,234 ,Desserts,https://www.allrecipes.com/recipe/11032/oatmeal-craisin-cookies/
Chocolate Peanut Butter Cup Cookies,230,36,13 ,25.2,4.8 ,24 ,133 ,Desserts,https://www.allrecipes.com/recipe/9986/chocolate-peanut-butter-cup-cookies/
Easy Mint Chocolate Chip Ice Cream,439,8,29.7 ,43.2,4.1 ,86 ,195 ,Desserts,https://www.allrecipes.com/recipe/51869/easy-mint-chocolate-chip-ice-cream/
Peanut Blossoms II,116,84,6 ,14.3,1.9 ,6 ,79 ,Desserts,https://www.allrecipes.com/recipe/9920/peanut-blossoms-ii/
Blueberry Coffee Cake I,401,12,16.3 ,61.1,4 ,57 ,303 ,Desserts,https://www.allrecipes.com/recipe/7878/blueberry-coffee-cake-i/
Pumpkin Cheesecake II,407,12,29.3 ,31.5,6.6 ,159 ,320 ,Desserts,https://www.allrecipes.com/recipe/7866/pumpkin-cheesecake-ii/
Chocolate Truffle Cookies,112,36,6.8 ,13.9,1.6 ,21 ,40 ,Desserts,https://www.allrecipes.com/recipe/25808/chocolate-truffle-cookies/
Old Fashioned Peach Cobbler,338,18,17.6 ,43.7,2.3 ,26 ,177 ,Desserts,https://www.allrecipes.com/recipe/19897/old-fashioned-peach-cobbler/
Apple Dumplings I,416,8,19.3 ,58.2,4 ,31 ,641 ,Desserts,https://www.allrecipes.com/recipe/18980/apple-dumplings-i/
Dark Chocolate Cake II,320,12,11.3 ,53.2,4.9 ,33 ,359 ,Desserts,https://www.allrecipes.com/recipe/22953/dark-chocolate-cake-ii/
Green Grape Salad,479,8,27.1 ,60.1,5.8 ,43 ,103 ,Desserts,https://www.allrecipes.com/recipe/24378/green-grape-salad/
Blackberry Pie I,248,8,8 ,42.1,3.3 ,< 1 ,119 ,Desserts,https://www.allrecipes.com/recipe/12284/blackberry-pie-i/
Dutch Apple Pie with Oatmeal Streusel,441,8,20.4 ,63.4,3.5 ,38 ,210 ,Desserts,https://www.allrecipes.com/recipe/15683/dutch-apple-pie-with-oatmeal-streusel/
New York Cheesecake III,493,16,34.4 ,38.3,9.5 ,194 ,280 ,Desserts,https://www.allrecipes.com/recipe/8229/new-york-cheesecake-iii/
Brownie Biscotti,91,30,4.2 ,12.6,1.7 ,25 ,53 ,Desserts,https://www.allrecipes.com/recipe/10595/brownie-biscotti/
Snickerdoodles III,146,24,4.4 ,24.8,2.1 ,26 ,84 ,Desserts,https://www.allrecipes.com/recipe/10576/snickerdoodles-iii/
Pumpkin Cookies V,543,18,27.7 ,71.4,4.2 ,31 ,377 ,Desserts,https://www.allrecipes.com/recipe/10949/pumpkin-cookies-v/
Caramel Bars,195,24,10.9 ,23.7,2.2 ,20 ,127 ,Desserts,https://www.allrecipes.com/recipe/25030/caramel-bars/
Butterscotch Bread Pudding,623,8,23.1 ,92.6,9.4 ,110 ,452 ,Desserts,https://www.allrecipes.com/recipe/20265/butterscotch-bread-pudding/
Homemade Vanilla Pudding,167,5,4.2 ,29.1,3.3 ,14 ,173 ,Desserts,https://www.allrecipes.com/recipe/20586/homemade-vanilla-pudding/
Scottish Shortbread IV,256,24,15.6 ,26.9,2.6 ,41 ,112 ,Desserts,https://www.allrecipes.com/recipe/11341/scottish-shortbread-iv/
Whipped Shortbread Cookies,75,36,5.2 ,6.8,0.6 ,14 ,36 ,Desserts,https://www.allrecipes.com/recipe/9516/whipped-shortbread-cookies/
Old-Fashioned Chocolate Fudge,36,60,0.9 ,7.3,0.3 ,2 ,7 ,Desserts,https://www.allrecipes.com/recipe/9420/old-fashioned-chocolate-fudge/
Chocolate Bourbon Pecan Pie,647,8,35.4 ,79.9,6.1 ,124 ,320 ,Desserts,https://www.allrecipes.com/recipe/15994/chocolate-bourbon-pecan-pie/
White Chip Chocolate Cookies,113,54,5.8 ,14.8,1.4 ,17 ,78 ,Desserts,https://www.allrecipes.com/recipe/25128/white-chip-chocolate-cookies/
Peach Pie the Old Fashioned Two Crust Way,428,8,19.8 ,58.6,4.7 ,31 ,358 ,Desserts,https://www.allrecipes.com/recipe/87979/peach-pie-the-old-fashioned-two-crust-way/
Easy Chicken Enchiladas,565,6,34.1 ,32.8,32.6 ,120 ,1166 ,Dinner,https://www.allrecipes.com/recipe/47374/easy-chicken-enchiladas/
Greek Lemon Chicken and Potatoes,1139,4,74.5 ,34.5,80.4 ,284 ,1866 ,Dinner,https://www.allrecipes.com/recipe/242352/greek-lemon-chicken-and-potatoes/
Instant Pot® Salisbury Steak with Onion and Mushroom Gravy,524,4,34.5 ,13.4,35.4 ,153 ,1227 ,Dinner,https://www.allrecipes.com/recipe/265280/instant-pot-salisbury-steak-with-onion-and-mushroom-gravy/
Baked Macaroni and Cheese,968,3,45.4 ,92.6,45.6 ,194 ,736 ,Dinner,https://www.allrecipes.com/recipe/14140/baked-macaroni-and-cheese/
Deb's General Tso's Chicken,829,6,37.3 ,91.9,36.4 ,189 ,689 ,Dinner,https://www.allrecipes.com/recipe/92761/debs-general-tsos-chicken/
Quick Fish Tacos,416,4,15.2 ,38.9,30.1 ,47 ,481 ,Dinner,https://www.allrecipes.com/recipe/221936/quick-fish-tacos/
Detroit-Style Pizza,354,12,20.1 ,27,15.4 ,47 ,858 ,Dinner,https://www.allrecipes.com/recipe/268466/detroit-style-pizza/
Simple Hamburger Stroganoff,735,6,42 ,60.9,28.9 ,159 ,1134 ,Dinner,https://www.allrecipes.com/recipe/23260/simple-hamburger-stroganoff/
Chef John's Turkey Sloppy Joes,394,6,16.5 ,36.8,25.9 ,90 ,724 ,Dinner,https://www.allrecipes.com/recipe/223050/chef-johns-turkey-sloppy-joes/
World's Best Lasagna,448,12,21.3 ,36.5,29.7 ,82 ,1788 ,Dinner,https://www.allrecipes.com/recipe/23600/worlds-best-lasagna/
Broiled Tilapia Parmesan,224,8,12.8 ,0.8,25.4 ,63 ,220 ,Dinner,https://www.allrecipes.com/recipe/50644/broiled-tilapia-parmesan/
Awesome Slow Cooker Pot Roast,426,12,23.7 ,4.9,45.6 ,127 ,639 ,Dinner,https://www.allrecipes.com/recipe/16066/awesome-slow-cooker-pot-roast/
Brown Sugar Meatloaf,353,8,20.1 ,24.1,18.4 ,112 ,763 ,Dinner,https://www.allrecipes.com/recipe/25203/brown-sugar-meatloaf/
Baked Ziti I,578,10,25.3 ,58.4,27.9 ,71 ,914 ,Dinner,https://www.allrecipes.com/recipe/11758/baked-ziti-i/
Baked Teriyaki Chicken,272,6,9.8 ,19.9,24.7 ,85 ,1282 ,Dinner,https://www.allrecipes.com/recipe/9023/baked-teriyaki-chicken/
Sloppy Joes II,189,6,9.4 ,11.2,15.1 ,50 ,416 ,Dinner,https://www.allrecipes.com/recipe/24264/sloppy-joes-ii/
Easy Meatloaf,372,8,24.7 ,18.5,18.2 ,98 ,335 ,Dinner,https://www.allrecipes.com/recipe/16354/easy-meatloaf/
Chicken Cordon Bleu II,584,6,40.9 ,7.7,41.6 ,195 ,655 ,Dinner,https://www.allrecipes.com/recipe/8669/chicken-cordon-bleu-ii/
Zesty Slow Cooker Chicken Barbecue,300,6,8.1 ,32.4,23 ,61 ,1058 ,Dinner,https://www.allrecipes.com/recipe/65896/zesty-slow-cooker-chicken-barbecue/
Baked Pork Chops I,457,6,19.9 ,36,29.9 ,128 ,1142 ,Dinner,https://www.allrecipes.com/recipe/16348/baked-pork-chops-i/
Chicken Marsala,448,4,26.6 ,13.3,28.8 ,99 ,543 ,Dinner,https://www.allrecipes.com/recipe/8887/chicken-marsala/
Maple Salmon,265,4,12.4 ,14.1,23.2 ,67 ,633 ,Dinner,https://www.allrecipes.com/recipe/51283/maple-salmon/
Grilled Salmon I,318,6,20.1 ,13.2,20.5 ,56 ,1092 ,Dinner,https://www.allrecipes.com/recipe/12720/grilled-salmon-i/
Slow Cooker Pulled Pork,335,8,5 ,49.4,21.2 ,49 ,990 ,Dinner,https://www.allrecipes.com/recipe/141678/slow-cooker-pulled-pork/
Salsa Chicken,287,4,12.4 ,6.8,35.5 ,101 ,863 ,Dinner,https://www.allrecipes.com/recipe/16700/salsa-chicken/
Chicken Enchiladas II,619,6,27.1 ,66.8,26.1 ,60 ,1459 ,Dinner,https://www.allrecipes.com/recipe/8694/chicken-enchiladas-ii/
Roast Sticky Chicken-Rotisserie Style,586,8,34.3 ,3.7,61.7 ,194 ,1351 ,Dinner,https://www.allrecipes.com/recipe/45954/roast-sticky-chicken-rotisserie-style/
Rosemary Ranch Chicken Kabobs,378,6,30.7 ,4.8,19.9 ,59 ,1097 ,Dinner,https://www.allrecipes.com/recipe/64513/rosemary-ranch-chicken-kabobs/
Easy Slow Cooker French Dip,413,9,18.1 ,19.6,39.1 ,96 ,661 ,Dinner,https://www.allrecipes.com/recipe/16239/easy-slow-cooker-french-dip/
Meatball Nirvana,343,4,16.8 ,15.3,31 ,95 ,940 ,Dinner,https://www.allrecipes.com/recipe/213742/meatball-nirvana/
Burrito Pie,432,16,23.9 ,33.3,19.8 ,68 ,847 ,Dinner,https://www.allrecipes.com/recipe/16881/burrito-pie/
"Bow Ties with Sausage, Tomatoes and Cream",656,6,42.1 ,50.9,20.1 ,111 ,1088 ,Dinner,https://www.allrecipes.com/recipe/26257/bow-ties-with-sausage-tomatoes-and-cream/
BBQ Pork for Sandwiches,355,12,18.1 ,15.2,30.2 ,83 ,623 ,Dinner,https://www.allrecipes.com/recipe/21174/bbq-pork-for-sandwiches/
Marinated Grilled Shrimp,273,6,14.7 ,2.8,31 ,230 ,472 ,Dinner,https://www.allrecipes.com/recipe/21694/marinated-grilled-shrimp/
Baked Dijon Salmon,422,4,29 ,17.6,24.3 ,97 ,480 ,Dinner,https://www.allrecipes.com/recipe/21176/baked-dijon-salmon/
Spicy Garlic Lime Chicken,220,4,10.7 ,2.4,27.7 ,84 ,555 ,Dinner,https://www.allrecipes.com/recipe/44868/spicy-garlic-lime-chicken/
Juicy Roasted Chicken,423,6,32.1 ,1.2,30.9 ,97 ,662 ,Dinner,https://www.allrecipes.com/recipe/83557/juicy-roasted-chicken/
Hamburger Steak with Onions and Gravy,319,4,18.5 ,13.5,23.1 ,115 ,597 ,Dinner,https://www.allrecipes.com/recipe/78370/hamburger-steak-with-onions-and-gravy/
Famous Butter Chicken,448,4,31.2 ,9.3,31.6 ,222 ,639 ,Dinner,https://www.allrecipes.com/recipe/24002/famous-butter-chicken/
Baked Salmon II,613,2,51.9 ,2.9,36.3 ,75 ,1235 ,Dinner,https://www.allrecipes.com/recipe/34746/baked-salmon-ii/
Rempel Family Meatloaf,360,6,23.5 ,9.5,26.8 ,143 ,803 ,Dinner,https://www.allrecipes.com/recipe/20675/rempel-family-meatloaf/
Chicken Parmesan,471,4,24.9 ,24.8,42.1 ,187 ,840 ,Dinner,https://www.allrecipes.com/recipe/223042/chicken-parmesan/
Gourmet Mushroom Risotto,431,6,16.6 ,56.6,11.3 ,29 ,1131 ,Dinner,https://www.allrecipes.com/recipe/85389/gourmet-mushroom-risotto/
Aussie Chicken,813,4,46.1 ,57.1,47.2 ,153 ,1807 ,Dinner,https://www.allrecipes.com/recipe/18775/aussie-chicken/
Yummy Honey Chicken Kabobs,178,12,6.6 ,12.4,17.4 ,45 ,442 ,Dinner,https://www.allrecipes.com/recipe/8626/yummy-honey-chicken-kabobs/
Creamy Cajun Chicken Pasta,1109,2,82.2 ,53.7,42.7 ,348 ,1134 ,Dinner,https://www.allrecipes.com/recipe/12009/creamy-cajun-chicken-pasta/
Angela's Awesome Enchiladas,709,8,36.3 ,52.5,42.2 ,126 ,1764 ,Dinner,https://www.allrecipes.com/recipe/83549/angelas-awesome-enchiladas/
Stuffed Green Peppers I,463,6,24.3 ,35.5,27.2 ,89 ,971 ,Dinner,https://www.allrecipes.com/recipe/17991/stuffed-green-peppers-i/
Beef Stroganoff III,304,8,23 ,5.7,16.6 ,83 ,619 ,Dinner,https://www.allrecipes.com/recipe/25202/beef-stroganoff-iii/
Ginger Glazed Mahi Mahi,259,4,7 ,16,32.4 ,124 ,830 ,Dinner,https://www.allrecipes.com/recipe/45833/ginger-glazed-mahi-mahi/
American Lasagna,664,8,29.5 ,48.3,50.9 ,168 ,1900 ,Dinner,https://www.allrecipes.com/recipe/11729/american-lasagna/
Chicken Milano,641,4,34.8 ,47,36.3 ,156 ,501 ,Dinner,https://www.allrecipes.com/recipe/19304/chicken-milano/
Fish Tacos,409,8,18.8 ,43,17.3 ,54 ,407 ,Dinner,https://www.allrecipes.com/recipe/53729/fish-tacos/
Shrimp Scampi Bake,420,6,32.8 ,1.8,30 ,320 ,681 ,Dinner,https://www.allrecipes.com/recipe/25874/shrimp-scampi-bake/
Mini Meatloaves,255,8,14.4 ,16.6,15.1 ,74 ,656 ,Dinner,https://www.allrecipes.com/recipe/15715/mini-meatloaves/
Honey Mustard Grilled Chicken,266,4,8.3 ,22,24.7 ,70 ,618 ,Dinner,https://www.allrecipes.com/recipe/8720/honey-mustard-grilled-chicken/
Chicken Breasts Pierre,247,6,7.8 ,14.8,28.8 ,84 ,916 ,Dinner,https://www.allrecipes.com/recipe/16707/chicken-breasts-pierre/
Slow Cooker Texas Pulled Pork,527,8,23.1 ,45.5,31.9 ,98 ,730 ,Dinner,https://www.allrecipes.com/recipe/92462/slow-cooker-texas-pulled-pork/
Slow Cooker Italian Beef for Sandwiches,318,10,15.8 ,1.6,39.4 ,100 ,819 ,Dinner,https://www.allrecipes.com/recipe/16427/slow-cooker-italian-beef-for-sandwiches/
Chicken Cordon Bleu I,419,4,19.4 ,12.6,46.1 ,124 ,932 ,Dinner,https://www.allrecipes.com/recipe/8495/chicken-cordon-bleu-i/
Actually Delicious Turkey Burgers,183,12,9.5 ,2.3,20.9 ,90 ,354 ,Dinner,https://www.allrecipes.com/recipe/39748/actually-delicious-turkey-burgers/
"Homestyle Turkey, the Michigander Way",545,16,27.9 ,0.9,68.1 ,210 ,560 ,Dinner,https://www.allrecipes.com/recipe/13464/homestyle-turkey-the-michigander-way/
Cajun Chicken Pasta,935,2,61.7 ,54,43.7 ,271 ,1189 ,Dinner,https://www.allrecipes.com/recipe/8778/cajun-chicken-pasta/
Chicken Fried Chicken,887,6,79.6 ,14.2,29.2 ,103 ,389 ,Dinner,https://www.allrecipes.com/recipe/16573/chicken-fried-chicken/
Balsamic Roasted Pork Loin,299,8,23.4 ,3.1,18.3 ,55 ,732 ,Dinner,https://www.allrecipes.com/recipe/132815/balsamic-roasted-pork-loin/
Zucchini Patties,245,4,14.7 ,15.7,12.8 ,111 ,282 ,Dinner,https://www.allrecipes.com/recipe/13941/zucchini-patties/
Honey Baked Chicken II,514,6,32.9 ,24,31.3 ,138 ,709 ,Dinner,https://www.allrecipes.com/recipe/8734/honey-baked-chicken-ii/
Turkey and Quinoa Meatloaf,259,5,11 ,15.2,25.3 ,121 ,968 ,Dinner,https://www.allrecipes.com/recipe/213211/turkey-and-quinoa-meatloaf/
Tomato Chicken Parmesan,513,6,22.5 ,31.2,44.3 ,168 ,1249 ,Dinner,https://www.allrecipes.com/recipe/9044/tomato-chicken-parmesan/
Garlic Prime Rib,562,15,48 ,1,29.6 ,113 ,395 ,Dinner,https://www.allrecipes.com/recipe/56352/garlic-prime-rib/
Marie's Easy Slow Cooker Pot Roast,540,8,30.6 ,18.2,45.7 ,147 ,272 ,Dinner,https://www.allrecipes.com/recipe/16346/maries-easy-slow-cooker-pot-roast/
Spinach Tomato Tortellini,400,6,19.7 ,43.9,14.8 ,79 ,885 ,Dinner,https://www.allrecipes.com/recipe/76129/spinach-tomato-tortellini/
Peppered Shrimp Alfredo,707,6,45 ,50.6,28.4 ,201 ,1034 ,Dinner,https://www.allrecipes.com/recipe/133128/peppered-shrimp-alfredo/
Slow-Cooker Barbecue Ribs,497,8,29.6 ,33,26 ,117 ,1245 ,Dinner,https://www.allrecipes.com/recipe/22230/slow-cooker-barbecue-ribs/
Easy Garlic Broiled Chicken,303,6,25.1 ,2.3,16.8 ,99 ,615 ,Dinner,https://www.allrecipes.com/recipe/80827/easy-garlic-broiled-chicken/
Baby Back Ribs,697,4,37.4 ,45.7,43.2 ,170 ,1607 ,Dinner,https://www.allrecipes.com/recipe/16091/baby-back-ribs/
The Best Parmesan Chicken Bake,477,6,21.7 ,28,40.3 ,100 ,1022 ,Dinner,https://www.allrecipes.com/recipe/219164/the-best-parmesan-chicken-bake/
Chicken Breasts in Caper Cream Sauce,313,4,21.2 ,1.8,28.2 ,132 ,974 ,Dinner,https://www.allrecipes.com/recipe/78741/chicken-breasts-in-caper-cream-sauce/
Chef John's Stuffed Peppers,377,8,16.9 ,35.1,20.1 ,52 ,1274 ,Dinner,https://www.allrecipes.com/recipe/222002/chef-johns-stuffed-peppers/
To Die For Fettuccine Alfredo,964,6,61.2 ,84,23.7 ,184 ,582 ,Dinner,https://www.allrecipes.com/recipe/23431/to-die-for-fettuccine-alfredo/
Pesto Chicken Florentine,572,4,19.3 ,57.3,41.9 ,84 ,1707 ,Dinner,https://www.allrecipes.com/recipe/16723/pesto-chicken-florentine/
Chicken Fettuccini Alfredo,673,8,30.8 ,57,43.3 ,133 ,1386 ,Dinner,https://www.allrecipes.com/recipe/25303/chicken-fettuccini-alfredo/
Curry Stand Chicken Tikka Masala Sauce,328,6,23.4 ,13.2,17.9 ,106 ,980 ,Dinner,https://www.allrecipes.com/recipe/228293/curry-stand-chicken-tikka-masala-sauce/
Foolproof Rib Roast,576,6,46.2 ,0.6,37 ,137 ,880 ,Dinner,https://www.allrecipes.com/recipe/97621/foolproof-rib-roast/
Cheddar Baked Chicken,368,6,22.1 ,19.9,22.1 ,120 ,866 ,Dinner,https://www.allrecipes.com/recipe/85740/cheddar-baked-chicken/
Kalua Pig in a Slow Cooker,243,12,14.7 ,0,25.9 ,82 ,715 ,Dinner,https://www.allrecipes.com/recipe/24035/kalua-pig-in-a-slow-cooker/
Spinach Stuffed Chicken Breasts,449,4,32.8 ,5.2,33.4 ,104 ,685 ,Dinner,https://www.allrecipes.com/recipe/8551/spinach-stuffed-chicken-breasts/
Artichoke Spinach Lasagna,396,8,16 ,44.5,21.1 ,42 ,1139 ,Dinner,https://www.allrecipes.com/recipe/20082/artichoke-spinach-lasagna/
Shrimp Lemon Pepper Linguini,481,4,18.3 ,47.5,31.5 ,203 ,257 ,Dinner,https://www.allrecipes.com/recipe/40154/shrimp-lemon-pepper-linguini/
Slow Cooker Cilantro Lime Chicken,272,6,4.7 ,9.3,45.3 ,117 ,976 ,Dinner,https://www.allrecipes.com/recipe/218863/slow-cooker-cilantro-lime-chicken/
Simple BBQ Ribs,441,4,22.2 ,24.5,33.3 ,128 ,4260 ,Dinner,https://www.allrecipes.com/recipe/16448/simple-bbq-ribs/
Chicken Parmigiana,528,2,18.3 ,44.9,43.5 ,184 ,1309 ,Dinner,https://www.allrecipes.com/recipe/8975/chicken-parmigiana/
Penne with Spicy Vodka Tomato Cream Sauce,435,8,18.4 ,52.7,13.3 ,29 ,544 ,Dinner,https://www.allrecipes.com/recipe/11815/penne-with-spicy-vodka-tomato-cream-sauce/
Alaska Salmon Bake with Pecan Crunch Coating,368,6,22.4 ,15.9,26.1 ,91 ,353 ,Dinner,https://www.allrecipes.com/recipe/9336/alaska-salmon-bake-with-pecan-crunch-coating/
Slow Cooker Turkey Breast,273,12,1.5 ,1.5,59.5 ,164 ,309 ,Dinner,https://www.allrecipes.com/recipe/92528/slow-cooker-turkey-breast/
"Italian Sausage, Peppers, and Onions",461,6,39.4 ,7,17.1 ,96 ,857 ,Dinner,https://www.allrecipes.com/recipe/76808/italian-sausage-peppers-and-onions/
Marinated Flank Steak,275,6,22.5 ,3.4,14.8 ,27 ,935 ,Dinner,https://www.allrecipes.com/recipe/18074/marinated-flank-steak/
Sausage Pasta,423,6,19.3 ,39,22.3 ,89 ,1077 ,Dinner,https://www.allrecipes.com/recipe/19291/sausage-pasta/
Cottage Cheese Chicken Enchiladas,548,6,31.2 ,34.4,33.2 ,98 ,1685 ,Dinner,https://www.allrecipes.com/recipe/16731/cottage-cheese-chicken-enchiladas/
Slow Cooker Pot Roast,385,6,22 ,20.8,23.9 ,87 ,1288 ,Dinner,https://www.allrecipes.com/recipe/218547/slow-cooker-pot-roast/
Chef John's Italian Meatballs,82,30,5.5 ,1.7,6.2 ,32 ,192 ,Dinner,https://www.allrecipes.com/recipe/220854/chef-johns-italian-meatballs/
Slow-Cooker Corned Beef and Cabbage  ,472,8,19.6 ,49.5,23.6 ,99 ,1281 ,Dinner,https://www.allrecipes.com/recipe/84270/slow-cooker-corned-beef-and-cabbage/
Vegetarian Korma,462,4,31.1 ,41.3,8.6 ,82 ,1434 ,Dinner,https://www.allrecipes.com/recipe/60598/vegetarian-korma/
